Index;Gender;Place;Location;Date;Type;Label;Description;Comentario;Puntuacion;Lugar;Puntuacion Global;Etiqueta;SentimientoComentario
Usuario465;Male;Islas Marietas;Centro;2017-05;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Esta isla es un encanto sus alrededores, sus vistas su playa la arena y la impresiono que te causa estar ahí es maravillosa. Hay varias formas de tomar el tour ...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario465;Male;Islas Marietas;Centro;2017-05;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Esta isla es un encanto sus alrededores, sus vistas su playa la arena y la impresiono que te causa estar ahí es maravillosa. Hay varias formas de tomar el tour ...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario465;Male;Islas Marietas;Centro;2017-05;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Puedes ir en una lancha muy económica como en 350 que te lleva hasta aya o en un encaramaran con bebidas música y todo incluido un poco mas costoso como 900. de...;5.0;Islas Marietas;4.5;Mexicano;0.5
Usuario465;Male;Islas Marietas;Centro;2017-05;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Puedes ir en una lancha muy económica como en 350 que te lleva hasta aya o en un encaramaran con bebidas música y todo incluido un poco mas costoso como 900. de...;5.0;Islas Marietas;4.5;Mexicano;0.5
Usuario1280;Male;Islas Marietas;Occidente;2015-04;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;"Excelente tour muy recomendado; ademas de que cuentas con la suerte de ver delfines en el trayecto, estando en marietas puedes hacer muchas actividades, sobre t...";5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario350;Male;Islas Marietas;Canada;2015-01;Alone;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Great island and place to see. Millions of years of water erosion led to that island being as cool as it was. I'd advise going to see it. Cost was steep close t...;4.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1078;Male;Islas Marietas;Nicaragua;2016-03;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;me gusto el viaje con la tripulación de la embarcación del sea mi amor, realmente la pasa uno fenomenal.;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario1370;Female;Islas Marietas;Occidente;2015-10;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;tomamos mi pareja y yo este tour desde que lo vimos en Internet nos pareció una experiencia que teníamos que vivir, para empezar el día en vallarta estaba lluvi...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario1014;Female;Islas Marietas;Estados Unidos;2016-07;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1169;Male;Islas Marietas;Noroeste;2017-08;Alone;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es un lugar magico, se lo recomiendo a todos los visitantes y hasta los locales, es una joya mundial y una maravilla tenerlo en México;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario491;Male;Islas Marietas;Centro;2015-11;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario434;Female;Islas Marietas;Canada;2015-11;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Went to the Marietas Islands on an excursion during our 4 day stay in Bucerias. Saw some humpback whales on the way out and really enjoyed the experience of sn...;4.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1301;Male;Islas Marietas;Occidente;2016-01;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Muy grato el lugar! Agradables panorámicas y las tonalidades del mar de un azul vibrante contrastante!;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario978;Female;Islas Marietas;Estados Unidos;2015-05;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario936;Female;Islas Marietas;Estados Unidos;2017-03;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario686;Female;Islas Marietas;Centro;2016-05;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Es una isla bellísima pero debe saber nadar sí quiere poder acceder a ella. El camino a la isla es espectacular puede ver ballenas, así como manta rayas y medus...;4.0;Islas Marietas;4.5;Mexicano;0.5
Usuario512;Male;Islas Marietas;Centro;2014-01;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Hey!, si andas por Vallarta y quieres conocer algo que te deje con ganas de seguir conociendo México, lánzate temprano a Punta de Mita, una vez ahí ve a la coop...;5.0;Islas Marietas;4.5;Mexicano;-1.0
Usuario727;Male;Islas Marietas;Chile;2019-03;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1427;Male;Islas Marietas;Reino Unido;2017-02;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario573;Male;Islas Marietas;Centro;2015-07;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario688;Female;Islas Marietas;Centro;2015-07;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Bonitas playas con arena blanca y muchos tipos de aves para observar...... para hacer snorkel no es muy bueno ya que el agua no es tan clara...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1309;Male;Islas Marietas;Occidente;2015-08;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Excelente paseo para snorquelear, kayakear, observar aves, relajarse y disfrutar de una vista de la bahía desde el mar adentro;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario885;Female;Islas Marietas;Estados Unidos;2016-04;Alone;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1293;Male;Islas Marietas;Occidente;2016-01;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las islas Marietas es una belleza natural del Pacífico Mexicano, desgraciadamente por falta de plantación, educación y respeto a la naturaleza, por el momento s...;5.0;Islas Marietas;4.5;Mexicano;0.5
Usuario766;Male;Islas Marietas;Estados Unidos;2017-03;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We took a day trip to the Islands with Vallarta Adventure, the best company to book with! We had a blast snorkeling, kayaking, and paddle boarding. Other folks ...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1033;Female;Islas Marietas;Estados Unidos;2016-02;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Nos embarcamos hacia las islas Marietas con la esperanza de conocer la famosa isla del amor. La cual se encuentra cerrada al público. Al principio me decepcione...;4.0;Islas Marietas;4.5;Extranjero;-0.5
Usuario1212;Male;Islas Marietas;Occidente;2013-12;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario775;Male;Islas Marietas;Estados Unidos;2017-01;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1030;Female;Islas Marietas;Estados Unidos;2015-12;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;es una isla con una diversificación de flora y fauna tanto marina como terrestre, nadar en los alrededores de dicha isla es encantador y relajante, el canto de...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1458;Male;Islas Marietas;Sureste;2015-09;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1123;Female;Islas Marietas;Noreste;2013-07;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Hermoso, es lo único que puedo decir, el resto necesitan verlo por su propia cuenta ya que es tanto lo que hay que ver que no se puede decir con palabras.;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario347;Male;Islas Marietas;Canada;2016-04;Alone;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1155;Female;Islas Marietas;Noreste;2016-01;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario561;Male;Islas Marietas;Centro;2014-08;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Tome el tour de Vallarta adventures , tripulación 4 excelente servicio , excelentes guías ( están al pendiente de tu seguridad ya q es un tour riesgoso);5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario809;Male;Islas Marietas;Estados Unidos;2015-04;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Special thanks to chai! tour was amazing, even saw whales and dolphins, the crew was amazing good food and drinks special time;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1311;Male;Islas Marietas;Occidente;2016-04;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario328;Female;Islas Marietas;Australia;2017-04;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;With Pegaso. The tour guides and boat crew were great. We saw whales, dolphins, sea turtles and lots of fish while snorkelling. This a great tour, had lots of f...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario545;Male;Islas Marietas;Centro;2016-01;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1196;Female;Islas Marietas;Noroeste;2016-07;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;I got an amazing time at Islas Marietas, it's totally unbelievable the Love beach. However I was concerned that so many tourists were there at the same time. We...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1395;Female;Islas Marietas;Occidente;2015-09;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;es un lugar muy impresionante agradable para todo tipo familia, amistades y en pareja una experiencia que no se olvida.;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario1367;Female;Islas Marietas;Occidente;2014-11;Alone;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1205;Female;Islas Marietas;Noroeste;2015-10;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario822;Male;Islas Marietas;Estados Unidos;2015-02;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Los Marietas... a small island off of Puerto Vallarta. It used to be used as an artillery target by the Mexican Navy... and in the 60's Jacque Cousteau convince...;5.0;Islas Marietas;4.5;Extranjero;0.5
Usuario494;Male;Islas Marietas;Centro;2015-01;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;"Estuvimos como parte de nuestro viaje a Punta Mita y Vallarta, contratamos fuera del restaurante ""El Original Anclote"" a $350 pesos p/p, compartiendo la lancha ...";5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario581;Male;Islas Marietas;Centro;2018-04;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario317;Female;Islas Marietas;Argentina;2016-04;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1160;Female;Islas Marietas;Noreste;2016-08;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las islas marietas es un lugar increíble, como Biólogo puedo recomendarla al 100% es un lugar natural increíble, es una ANP (Área natural protegida), tiene much...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario855;Male;Islas Marietas;Estados Unidos;2017-02;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;The pictures are much pretty than what you'll experience. And it is scary to enter the low ceiling cave to the beach. Plus there are a lot of people around an...;2.0;Islas Marietas;4.5;Extranjero;0.0
Usuario1329;Female;Islas Marietas;Occidente;2013-08;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;This is definitely a must-see as it is a gorgeous natural location. You should however not expect it to be as deserted as in the pictures you will find online a...;4.0;Islas Marietas;4.5;Mexicano;0.5
Usuario443;Female;Islas Marietas;Canada;2016-12;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Sin duda es un lugar imperdible, se goza desde que vez en el horizonte la isla, pero también es cierto que aunque este controlado el flujo de turistas, es una l...;5.0;Islas Marietas;4.5;Extranjero;0.0
Usuario566;Male;Islas Marietas;Centro;2017-05;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Sin duda alguna es una de las playas mas hermosas .. el problema es el tiempo pues los 15 minutos o 20 que puedes estar ahí nunca sera suficientes :(;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario518;Male;Islas Marietas;Centro;2016-02;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario995;Female;Islas Marietas;Estados Unidos;2015-02;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;We rented a small boat with a few friends and motored our way through the bay out to the islands. We say flying fish, Sea Turtles, porpoise and whales. Excellen...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario1388;Female;Islas Marietas;Occidente;2015-11;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1070;Male;Islas Marietas;Francia;2014-01;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Fue la mejor experiencia y lo mejor del viaje!! Aunque no este abierta la playa del amor, la nopalera, el snorkel y el kayak es lo mejor! se ve hermoso lo prom...;5.0;Islas Marietas;4.5;Extranjero;1.0
Usuario949;Female;Islas Marietas;Estados Unidos;2016-03;Friends;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;The Marietas Eco Adventure was very beautiful there was so much you could do. The cave they take you to is just amazing and breathtaking, it makes for great pic...;4.0;Islas Marietas;4.5;Extranjero;1.0
Usuario690;Female;Islas Marietas;Centro;2014-10;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5;Mexicano;0.0
Usuario1418;Male;Islas Marietas;Peru;2017-04;Family;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;"The trip there on boat #5, the scenery, lunch, the birds and the crew were all fantastic. We signed up for an adventure to the ""Hidden Beach""!!! CLOSED by the g...";2.0;Islas Marietas;4.5;Extranjero;1.0
Usuario468;Male;Islas Marietas;Centro;2014-06;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;La mejor forma de llegar sin que te sangren la cartera es a partir de la Cooperativa de Punta Mita, cualquier taxista te sabe llevar desde los hoteles de Punta ...;5.0;Islas Marietas;4.5;Mexicano;1.0
Usuario1143;Female;Islas Marietas;Noreste;2016-01;Couple;5;Turismo de sol y playa,Aventura,ecoturismo , El Parque Nacional Islas Marietas , son dos islas deshabitadas cercanas a la costa mexicana del Estado de Nayarit. El archipiélago , de origen volcánico , está compuesto por la isla Larga y la isla Redonda.;we really enjoyed our trip out to the Island. We snorkled and tried SNUBA as well. But this is not a fantastic place for snorkelling. There was not a lot of fi...;3.0;Islas Marietas;4.5;Mexicano;0.5
