Index;Gender;Place;Location;Date;Type;Label
Usuario1395;Female;Islas Marietas;Occidente;2015-09;Couple;5
Usuario1083;Male;Islas Marietas;Noreste;2014-04;Family;5
Usuario1399;Female;Islas Marietas;Occidente;2015-05;Family;5
Usuario42;Female;Bucerias Art Walk;Canada;2017-02;Couple;5
Usuario672;Female;Islas Marietas;Centro;2017-07;Family;5
Usuario1367;Female;Islas Marietas;Occidente;2014-11;Alone;5
Usuario1932;Male;Playa Los Muertos;Occidente;2018-06;Alone;5
Usuario2035;Male;The Jazz Foundation;Canada;2016-04;Family;5
Usuario1205;Female;Islas Marietas;Noroeste;2015-10;Couple;5
Usuario1857;Female;Playa Los Muertos;Estados Unidos;2017-05;Couple;5
Usuario651;Female;Islas Marietas;Centro;2013-09;Friends;5
Usuario822;Male;Islas Marietas;Estados Unidos;2015-02;Friends;5
Usuario1598;Male;Mercado del Pueblo Sayulita;Estados Unidos;2013-01;Couple;5
Usuario494;Male;Islas Marietas;Centro;2015-01;Family;5
Usuario477;Male;Islas Marietas;Centro;2015-06;Couple;5
Usuario2140;Female;The Jazz Foundation;Estados Unidos;2015-04;Couple;5
Usuario1921;Male;Playa Los Muertos;Occidente;2019-06;Family;5
Usuario206;Male;Galerias Vallarta;Occidente;2019-12;Family;5
Usuario1528;Female;Manantial La Tovara;Estados Unidos;2020-01;Couple;5
Usuario153;Male;Cerro de la Contaduria;Occidente;2014-11;Family;5
Usuario1681;Female;Playa Destiladeras;Estados Unidos;2016-01;Couple;5
Usuario581;Male;Islas Marietas;Centro;2018-04;Couple;5
Usuario1321;Female;Islas Marietas;Occidente;2015-12;Family;5
Usuario190;Female;Galerias Vallarta;Estados Unidos;2016-03;Friends;5
Usuario829;Male;Islas Marietas;Estados Unidos;2015-08;Couple;5
Usuario1525;Male;Manantial La Tovara;Estados Unidos;2016-01;Alone;5
Usuario317;Female;Islas Marietas;Argentina;2016-04;Family;5
Usuario162;Female;Cerro de la Contaduria;Occidente;2017-03;Family;5
Usuario1896;Female;Playa Los Muertos;italia;2016-02;Couple;5
Usuario1454;Male;Islas Marietas;Sureste;2017-06;Couple;5
Usuario1160;Female;Islas Marietas;Noreste;2016-08;Family;5
Usuario855;Male;Islas Marietas;Estados Unidos;2017-02;Family;5
Usuario1329;Female;Islas Marietas;Occidente;2013-08;Friends;5
Usuario443;Female;Islas Marietas;Canada;2016-12;Family;5
Usuario566;Male;Islas Marietas;Centro;2017-05;Couple;5
Usuario518;Male;Islas Marietas;Centro;2016-02;Couple;5
Usuario995;Female;Islas Marietas;Estados Unidos;2015-02;Friends;5
Usuario2154;Female;The Jazz Foundation;Estados Unidos;2015-02;Couple;5
Usuario1127;Female;Islas Marietas;Noreste;2016-03;Family;5
Usuario263;Male;Isla de Coral;Occidente;2016-07;Couple;5
Usuario1242;Male;Islas Marietas;Occidente;2014-06;Business;5
Usuario2130;Female;The Jazz Foundation;Estados Unidos;2015-06;Family;5
Usuario1471;Female;Islas Marietas;Sureste;2013-07;Family;5
Usuario1388;Female;Islas Marietas;Occidente;2015-11;Family;5
Usuario1070;Male;Islas Marietas;Francia;2014-01;Couple;5
Usuario1236;Male;Islas Marietas;Occidente;2015-05;Family;5
Usuario1602;Female;Mercado del Pueblo Sayulita;Estados Unidos;2014-01;Friends;5
Usuario1851;Female;Playa Los Muertos;Estados Unidos;2016-11;Couple;5
Usuario1624;Male;Playa Destiladeras;Canada;2017-01;Couple;5
Usuario278;Male;Isla Isabel;Occidente;2018-05;Couple;5
Usuario1455;Male;Islas Marietas;Sureste;2016-08;Family;5
Usuario262;Male;Isla de Coral;Occidente;2018-10;Couple;5
Usuario949;Female;Islas Marietas;Estados Unidos;2016-03;Friends;5
Usuario1375;Female;Islas Marietas;Occidente;2016-04;Couple;5
Usuario1954;Female;Playa Los Muertos;Occidente;2017-08;Friends;5
Usuario124;Male;Centro Historico de Tepic;Occidente;2019-06;Family;5
Usuario1190;Female;Islas Marietas;Noroeste;2015-08;Friends;5
Usuario1451;Male;Islas Marietas;Sureste;2016-01;Friends;5
Usuario1811;Female;Playa Los Muertos;Centro;2015-09;Friends;5
Usuario1268;Male;Islas Marietas;Occidente;2015-11;Couple;5
Usuario1692;Female;Playa Destiladeras;Noroeste;2012-08;Couple;5
Usuario1724;Female;Playa Destiladeras;Occidente;2019-03;Business;5
Usuario241;Male;Isla de Coral;Centro;2016-06;Couple;5
Usuario1239;Male;Islas Marietas;Occidente;2013-12;Business;5
Usuario690;Female;Islas Marietas;Centro;2014-10;Couple;5
Usuario562;Male;Islas Marietas;Centro;2013-09;Couple;5
Usuario1266;Male;Islas Marietas;Occidente;2014-04;Couple;5
Usuario1494;Female;Islas Marietas;Uruguay;2012-09;Couple;5
Usuario1497;Female;Islas Marietas;Venezuela;2013-05;Couple;5
Usuario102;Female;Bucerias Art Walk;Estados Unidos;2016-04;Friends;5
Usuario663;Female;Islas Marietas;Centro;2017-04;Couple;5
Usuario1418;Male;Islas Marietas;Peru;2017-04;Family;5
Usuario468;Male;Islas Marietas;Centro;2014-06;Couple;5
Usuario225;Female;Galerias Vallarta;Occidente;2016-10;Couple;5
Usuario7;Male;Bahia de Matanchen;Estados Unidos;2018-12;Couple;5
Usuario1217;Male;Islas Marietas;Occidente;2014-11;Couple;5
Usuario1143;Female;Islas Marietas;Noreste;2016-01;Couple;5
Usuario115;Female;Bucerias Art Walk;Reino Unido;2018-01;Couple;5
Usuario553;Male;Islas Marietas;Centro;2014-12;Family;5
Usuario1984;Male;Splash Water Park;Estados Unidos;2013-04;Family;5
Usuario852;Male;Islas Marietas;Estados Unidos;2017-01;Couple;5
Usuario1818;Female;Playa Los Muertos;Centro;2018-12;Family;5
Usuario1444;Female;Islas Marietas;Reino Unido;2017-01;Couple;5
Usuario1521;Male;Manantial La Tovara;Espania;2016-12;Couple;5
Usuario1614;Female;Mercado del Pueblo Sayulita;Occidente;2013-01;Family;5
Usuario1312;Male;Islas Marietas;Occidente;2016-07;Friends;5
Usuario608;Female;Islas Marietas;Centro;2013-12;Family;5
Usuario653;Female;Islas Marietas;Centro;2014-10;Couple;5
Usuario1749;Female;Playa El Anclote;Estados Unidos;;Couple;5
Usuario618;Female;Islas Marietas;Centro;2015-12;Family;5
Usuario312;Female;Islas Marietas;Argentina;2015-09;Family;5
Usuario274;Male;Isla Isabel;Centro;2018-12;Couple;5
Usuario1925;Male;Playa Los Muertos;Occidente;2016-07;Alone;5
Usuario1151;Female;Islas Marietas;Noreste;2015-09;Family;5
Usuario1323;Female;Islas Marietas;Occidente;2014-09;Family;5
Usuario1279;Male;Islas Marietas;Occidente;2013-08;Couple;5
Usuario108;Male;Bucerias Art Walk;Occidente;2016-03;Friends;5
Usuario1634;Female;Playa Destiladeras;Canada;2016-11;Friends;5
Usuario1358;Female;Islas Marietas;Occidente;;Friends;5
Usuario1469;Female;Islas Marietas;Sureste;2015-04;Family;5
Usuario1516;Female;Manantial La Tovara;Centro;2017-08;Family;5
Usuario668;Female;Islas Marietas;Centro;2015-01;Friends;5
Usuario2142;Female;The Jazz Foundation;Estados Unidos;2013-10;Couple;5
Usuario302;Female;Islas Marietas;Argentina;2015-01;Friends;5
Usuario940;Female;Islas Marietas;Estados Unidos;2015-01;Friends;5
Usuario1263;Male;Islas Marietas;Occidente;2014-05;Couple;5
Usuario737;Male;Islas Marietas;Colombia;2017-04;Couple;5
Usuario1685;Female;Playa Destiladeras;Noreste;2017-03;Couple;5
Usuario1715;Male;Playa Destiladeras;Occidente;2012-12;Business;5
Usuario626;Female;Islas Marietas;Centro;2015-09;Family;5
Usuario36;Male;Bucerias Art Walk;Canada;2015-02;Couple;5
Usuario1304;Male;Islas Marietas;Occidente;2016-01;Friends;5
Usuario70;Female;Bucerias Art Walk;Canada;2019-03;Couple;5
Usuario1500;Male;Manantial La Tovara;Canada;2014-04;Friends;5
Usuario1050;Female;Islas Marietas;Estados Unidos;2015-05;Friends;5
Usuario1504;Female;Manantial La Tovara;Canada;2017-02;Friends;5
Usuario1939;Male;Playa Los Muertos;Occidente;2019-09;Couple;5
Usuario755;Male;Islas Marietas;Espania;2014-02;Alone;5
Usuario1491;Male;Islas Marietas;Uruguay;2016-09;Family;5
Usuario1563;Female;Manantial La Tovara;Occidente;2018-03;Family;5
Usuario1103;Male;Islas Marietas;Noreste;2015-03;Business;5
Usuario1396;Female;Islas Marietas;Occidente;2014-11;Friends;5
Usuario1937;Male;Playa Los Muertos;Occidente;2017-04;Friends;5
Usuario1678;Female;Playa Destiladeras;Estados Unidos;2013-12;Friends;5
Usuario83;Male;Bucerias Art Walk;Estados Unidos;2014-02;Friends;5
Usuario379;Female;Islas Marietas;Canada;2015-04;Friends;5
Usuario530;Male;Islas Marietas;Centro;2014-06;Family;5
Usuario1483;Female;Islas Marietas;Sureste;2016-04;Friends;5
Usuario1957;Female;Playa Los Muertos;Occidente;2016-04;Friends;5
Usuario1828;Female;Playa Los Muertos;Centro;2017-10;Couple;5
Usuario1447;Male;Islas Marietas;Sureste;2016-04;Alone;5
Usuario2228;Male;The Jazz Foundation;Reino Unido;2014-08;Family;5
Usuario1007;Female;Islas Marietas;Estados Unidos;2017-03;Friends;5
Usuario319;Female;Islas Marietas;Argentina;2015-02;Family;5
Usuario1243;Male;Islas Marietas;Occidente;2013-01;Couple;5
Usuario1277;Male;Islas Marietas;Occidente;2016-06;Couple;5
Usuario1541;Male;Manantial La Tovara;Occidente;2012-05;Alone;5
Usuario584;Female;Islas Marietas;Centro;2015-08;Family;5
Usuario1225;Male;Islas Marietas;Occidente;2015-09;Friends;5
Usuario2169;Male;The Jazz Foundation;Noroeste;2013-07;Family;5
Usuario1305;Male;Islas Marietas;Occidente;2014-11;Family;5
Usuario2242;Male;Santuario de Cocodrilos El Cora;Noroeste;2018-10;Family;5
Usuario1650;Female;Playa Destiladeras;Canada;2019-02;Friends;5
Usuario1141;Female;Islas Marietas;Noreste;2015-04;Couple;5
Usuario2124;Male;The Jazz Foundation;Estados Unidos;2019-07;Family;5
Usuario1368;Female;Islas Marietas;Occidente;2016-03;Couple;5
Usuario1457;Male;Islas Marietas;Sureste;2013-09;Couple;5
Usuario34;Male;Bucerias Art Walk;Canada;2017-03;Couple;5
Usuario279;Male;Isla Isabel;Reino Unido;2016-02;Family;5
Usuario628;Female;Islas Marietas;Centro;2015-12;Couple;5
Usuario542;Male;Islas Marietas;Centro;2016-01;Couple;5
Usuario1763;Male;Playa El Anclote;Reino Unido;;Friends;5
Usuario2213;Female;The Jazz Foundation;Occidente;2016-03;Family;5
Usuario462;Male;Islas Marietas;Centro;2016-04;Couple;5
Usuario259;Male;Isla de Coral;Occidente;2019-09;Family;5
Usuario2189;Male;The Jazz Foundation;Occidente;2015-01;Couple;5
Usuario1671;Male;Playa Destiladeras;Estados Unidos;2018-06;Friends;5
Usuario1193;Female;Islas Marietas;Noroeste;2014-08;Couple;5
Usuario398;Female;Islas Marietas;Canada;2016-03;Friends;5
Usuario604;Female;Islas Marietas;Centro;2014-09;Couple;5
Usuario1026;Female;Islas Marietas;Estados Unidos;2016-06;Friends;5
Usuario662;Female;Islas Marietas;Centro;2014-06;Couple;5
Usuario1887;Female;Playa Los Muertos;Estados Unidos;2016-12;Couple;5
Usuario76;Male;Bucerias Art Walk;Estados Unidos;2016-01;Alone;5
Usuario1380;Female;Islas Marietas;Occidente;2016-03;Friends;5
Usuario1953;Female;Playa Los Muertos;Occidente;2018-04;Couple;5
Usuario1782;Male;Playa Los Muertos;Canada;2017-04;Friends;5
Usuario1077;Male;Islas Marietas;Nicaragua;2017-04;Alone;5
Usuario694;Female;Islas Marietas;Centro;2013-07;Family;5
Usuario100;Female;Bucerias Art Walk;Estados Unidos;2014-03;Couple;5
Usuario957;Female;Islas Marietas;Estados Unidos;2017-02;Couple;5
Usuario324;Male;Islas Marietas;Australia;2016-01;Friends;5
Usuario1906;Female;Playa Los Muertos;Noreste;2016-03;Friends;5
Usuario358;Male;Islas Marietas;Canada;2017-02;Alone;5
Usuario27;Female;Bahia de Matanchen;Occidente;2015-04;Family;5
Usuario1068;Female;Islas Marietas;Estados Unidos;2016-07;Alone;5
Usuario106;Male;Bucerias Art Walk;Occidente;2013-11;Couple;5
Usuario463;Male;Islas Marietas;Centro;2016-02;Alone;5
Usuario1114;Male;Islas Marietas;Noreste;2017-07;Family;5
Usuario1074;Male;Islas Marietas;Italia;2016-02;Friends;5
Usuario1270;Male;Islas Marietas;Occidente;2016-04;Friends;5
Usuario1751;Male;Playa El Anclote;Noroeste;2017-04;Friends;5
Usuario1508;Female;Manantial La Tovara;Canada;2017-02;Couple;5
Usuario1830;Male;Playa Los Muertos;Chile;2016-02;Couple;5
Usuario973;Female;Islas Marietas;Estados Unidos;2017-04;Couple;5
Usuario2091;Female;The Jazz Foundation;Colombia;2016-03;Family;5
Usuario580;Male;Islas Marietas;Centro;2014-07;Family;5
Usuario1877;Female;Playa Los Muertos;Estados Unidos;2015-12;Family;5
Usuario1466;Male;Islas Marietas;Sureste;2015-08;Couple;5
Usuario1752;Male;Playa El Anclote;Occidente;2017-12;Alone;5
Usuario504;Male;Islas Marietas;Centro;2015-11;Family;5
Usuario47;Female;Bucerias Art Walk;Canada;2015-02;Couple;5
Usuario578;Male;Islas Marietas;Centro;2016-02;Friends;5
Usuario2133;Female;The Jazz Foundation;Estados Unidos;2016-11;Alone;5
Usuario834;Male;Islas Marietas;Estados Unidos;2017-03;Family;5
Usuario2173;Female;The Jazz Foundation;Noroeste;2015-08;Family;5
Usuario684;Female;Islas Marietas;Centro;2016-04;Family;5
Usuario508;Male;Islas Marietas;Centro;2015-10;Friends;5
Usuario81;Male;Bucerias Art Walk;Estados Unidos;2015-04;Friends;5
Usuario1285;Male;Islas Marietas;Occidente;2016-03;Couple;5
Usuario1387;Female;Islas Marietas;Occidente;2015-09;Couple;5
Usuario2216;Female;The Jazz Foundation;Occidente;2013-01;Business;5
Usuario696;Female;Islas Marietas;Centro;2016-05;Family;5
Usuario937;Female;Islas Marietas;Estados Unidos;2015-08;Friends;5
Usuario1588;Female;Mercado del Pueblo Sayulita;Centro;2013-02;Friends;5
Usuario1868;Female;Playa Los Muertos;Estados Unidos;2015-11;Family;5
Usuario2218;Female;The Jazz Foundation;Occidente;2017-05;Family;5
Usuario1308;Male;Islas Marietas;Occidente;2015-06;Family;5
Usuario61;Female;Bucerias Art Walk;Canada;2016-02;Family;5
Usuario1245;Male;Islas Marietas;Occidente;2014-05;Business;5
Usuario1891;Female;Playa Los Muertos;Estados Unidos;2016-04;Alone;5
Usuario466;Male;Islas Marietas;Centro;2017-03;Couple;5
Usuario2019;Male;Splash Water Park;Occidente;2012-11;Couple;5
Usuario2041;Male;The Jazz Foundation;Canada;2016-02;Family;5
Usuario1774;Male;Playa Los Muertos;Canada;2016-03;Couple;5
Usuario1047;Female;Islas Marietas;Estados Unidos;2016-11;Alone;5
Usuario1643;Female;Playa Destiladeras;Canada;2014-03;Couple;5
Usuario1981;Male;Splash Water Park;Estados Unidos;2016-04;Family;5
Usuario2224;Female;The Jazz Foundation;Occidente;2016-08;Family;5
Usuario1962;Female;Playa Los Muertos;Sureste;2018-06;Couple;5
Usuario1470;Female;Islas Marietas;Sureste;2014-05;Family;5
Usuario1159;Female;Islas Marietas;Noreste;2015-04;Family;5
Usuario329;Male;Islas Marietas;Brasil;2014-03;Alone;5
Usuario1299;Male;Islas Marietas;Occidente;2015-06;Friends;5
Usuario1699;Male;Playa Destiladeras;Occidente;2014-10;Friends;5
Usuario2095;Male;The Jazz Foundation;Estados Unidos;2016-02;Couple;5
Usuario336;Male;Islas Marietas;Canada;2017-03;Family;5
Usuario1496;Female;Islas Marietas;Venezuela;2013-07;Couple;5
Usuario1332;Female;Islas Marietas;Occidente;2013-02;Friends;5
Usuario1856;Female;Playa Los Muertos;Estados Unidos;2017-04;Family;5
Usuario1582;Male;Mercado del Pueblo Sayulita;Canada;2014-01;Couple;5
Usuario1618;Male;Mexcaltitan;Reino Unido;2018-03;Friends;5
Usuario1640;Female;Playa Destiladeras;Canada;2015-01;Friends;5
Usuario2245;Female;Santuario de Cocodrilos El Cora;Occidente;2018-07;Family;5
Usuario316;Female;Islas Marietas;Argentina;2015-09;Couple;5
Usuario2001;Female;Splash Water Park;Noroeste;2013-08;Family;5
Usuario1850;Female;Playa Los Muertos;Estados Unidos;2016-12;Couple;5
Usuario1061;Female;Islas Marietas;Estados Unidos;2017-03;Family;5
Usuario250;Male;Isla de Coral;Estados Unidos;2016-12;Family;5
Usuario505;Male;Islas Marietas;Centro;2016-05;Friends;5
Usuario1831;Female;Playa Los Muertos;Chile;2017-03;Couple;5
Usuario1539;Male;Manantial La Tovara;Noroeste;2014-11;Family;5
Usuario235;Female;Galerias Vallarta;Reino Unido;2016-09;Couple;5
Usuario783;Male;Islas Marietas;Estados Unidos;2016-03;Friends;5
Usuario780;Male;Islas Marietas;Estados Unidos;2016-03;Friends;5
Usuario1717;Male;Playa Destiladeras;Occidente;2014-02;Friends;5
Usuario1224;Male;Islas Marietas;Occidente;2015-05;Friends;5
Usuario1168;Male;Islas Marietas;Noroeste;2018-06;Family;5
Usuario1922;Male;Playa Los Muertos;Occidente;2015-09;Family;5
Usuario1648;Female;Playa Destiladeras;Canada;2015-02;Family;5
Usuario1288;Male;Islas Marietas;Occidente;2017-08;Friends;5
Usuario266;Male;Isla de Coral;Occidente;2017-07;Family;5
Usuario116;Female;Bucerias Art Walk;Sureste;2017-02;Couple;5
Usuario315;Female;Islas Marietas;Argentina;2015-02;Friends;5
Usuario748;Male;Islas Marietas;Costa Rica;2017-01;Couple;5
Usuario482;Male;Islas Marietas;Centro;2016-10;Alone;5
Usuario2102;Male;The Jazz Foundation;Estados Unidos;2012-06;Family;5
Usuario15;Male;Bahia de Matanchen;Occidente;2016-03;Alone;5
Usuario1794;Female;Playa Los Muertos;Canada;2017-03;Couple;5
Usuario876;Male;Islas Marietas;Estados Unidos;2015-10;Friends;5
Usuario540;Male;Islas Marietas;Centro;2016-01;Business;5
Usuario1620;Male;Playa Destiladeras;Argentina;2017-01;Couple;5
Usuario2089;Male;The Jazz Foundation;Colombia;2019-04;Family;5
Usuario1586;Female;Mercado del Pueblo Sayulita;Canada;2014-02;Couple;5
Usuario2098;Male;The Jazz Foundation;Estados Unidos;2015-08;Family;5
Usuario1222;Male;Islas Marietas;Occidente;2020-09;Couple;5
Usuario657;Female;Islas Marietas;Centro;2014-06;Couple;5
Usuario1879;Female;Playa Los Muertos;Estados Unidos;2017-05;Friends;5
Usuario552;Male;Islas Marietas;Centro;2014-02;Family;5
Usuario314;Female;Islas Marietas;Argentina;2016-03;Friends;5
Usuario948;Female;Islas Marietas;Estados Unidos;2015-09;Friends;5
Usuario1248;Male;Islas Marietas;Occidente;2012-12;Friends;5
Usuario2236;Female;Santuario de Cocodrilos El Cora;Occidente;2019-12;Family;5
Usuario2094;Male;The Jazz Foundation;Estados Unidos;2016-05;Family;5
Usuario1118;Male;Islas Marietas;Noreste;2015-07;Family;5
Usuario1660;Male;Playa Destiladeras;Estados Unidos;2016-12;Couple;5
Usuario999;Female;Islas Marietas;Estados Unidos;2016-12;Couple;5
Usuario1951;Female;Playa Los Muertos;Occidente;2017-11;Couple;5
Usuario307;Female;Islas Marietas;Argentina;2017-02;Family;5
Usuario747;Male;Islas Marietas;Costa Rica;2016-01;Friends;5
Usuario1694;Male;Playa Destiladeras;Occidente;2013-02;Family;5
Usuario2081;Female;The Jazz Foundation;Centro;2020-10;Family;5
Usuario1272;Male;Islas Marietas;Occidente;2014-07;Couple;5
Usuario913;Female;Islas Marietas;Estados Unidos;2015-02;Friends;5
Usuario439;Female;Islas Marietas;Canada;2016-02;Friends;5
Usuario1198;Female;Islas Marietas;Noroeste;2017-03;Family;5
Usuario303;Female;Islas Marietas;Argentina;2015-02;Friends;5
Usuario1389;Female;Islas Marietas;Occidente;2016-02;Couple;5
Usuario1735;Male;Playa Destiladeras;Sureste;2013-06;Friends;5
Usuario471;Male;Islas Marietas;Centro;2013-10;Family;5
Usuario1591;Male;Mercado del Pueblo Sayulita;Estados Unidos;2015-12;Friends;5
Usuario574;Male;Islas Marietas;Centro;2015-12;Friends;5
Usuario593;Female;Islas Marietas;Centro;2016-02;Couple;5
Usuario1965;Male;Playa Los Muertos;Tailandia;2015-11;Alone;5
Usuario739;Male;Islas Marietas;Colombia;2015-12;Friends;5
Usuario272;Female;Isla Isabel;Canada;2016-01;Couple;5
Usuario476;Male;Islas Marietas;Centro;2015-05;Couple;5
Usuario1518;Female;Manantial La Tovara;Centro;2019-11;Couple;5
Usuario532;Male;Islas Marietas;Centro;2017-04;Family;5
Usuario2112;Male;The Jazz Foundation;Estados Unidos;2016-01;Family;5
Usuario708;Female;Islas Marietas;Centro;2016-04;Friends;5
Usuario1542;Male;Manantial La Tovara;Occidente;2012-08;Friends;5
Usuario496;Male;Islas Marietas;Centro;2019-07;Family;5
Usuario1249;Male;Islas Marietas;Occidente;2015-05;Family;5
Usuario2;Male;Bahia de Matanchen;Centro;2018-05;Business;5
Usuario253;Female;Isla de Coral;Noreste;2017-04;Family;5
Usuario1324;Female;Islas Marietas;Occidente;2015-05;Couple;5
Usuario1691;Female;Playa Destiladeras;Noroeste;2018-08;Couple;5
Usuario1947;Female;Playa Los Muertos;Occidente;2017-09;Friends;5
Usuario848;Male;Islas Marietas;Estados Unidos;2015-05;Friends;5
Usuario1278;Male;Islas Marietas;Occidente;2016-04;Friends;5
Usuario2237;Female;Santuario de Cocodrilos El Cora;Occidente;2019-08;Family;5
Usuario623;Female;Islas Marietas;Centro;2015-07;Family;5
Usuario1257;Male;Islas Marietas;Occidente;2016-01;Family;5
Usuario1337;Female;Islas Marietas;Occidente;2015-06;Couple;5
Usuario1726;Female;Playa Destiladeras;Occidente;2012-12;Couple;5
Usuario1229;Male;Islas Marietas;Occidente;2014-02;Friends;5
Usuario1235;Male;Islas Marietas;Occidente;2017-01;Family;5
Usuario2182;Male;The Jazz Foundation;Occidente;2017-07;Family;5
Usuario2021;Female;Splash Water Park;Occidente;2014-03;Couple;5
Usuario1463;Male;Islas Marietas;Sureste;2015-07;Family;5
Usuario1253;Male;Islas Marietas;Occidente;2016-05;Friends;5
Usuario1791;Female;Playa Los Muertos;Canada;2017-03;Couple;5
Usuario1124;Female;Islas Marietas;Noreste;2012-08;Couple;5
Usuario1300;Male;Islas Marietas;Occidente;2016-04;Family;5
Usuario1157;Female;Islas Marietas;Noreste;2014-11;Family;5
Usuario1087;Male;Islas Marietas;Noreste;2015-11;Couple;5
Usuario1880;Female;Playa Los Muertos;Estados Unidos;2016-09;Family;5
Usuario1107;Male;Islas Marietas;Noreste;2014-02;Friends;5
Usuario1385;Female;Islas Marietas;Occidente;2015-05;Friends;5
Usuario2030;Female;Splash Water Park;Reino Unido;2015-12;Family;5
Usuario983;Female;Islas Marietas;Estados Unidos;2015-02;Friends;5
Usuario209;Male;Galerias Vallarta;Occidente;2015-01;Couple;5
Usuario1804;Male;Playa Los Muertos;Centro;2017-11;Alone;5
Usuario1134;Female;Islas Marietas;Noreste;2016-07;Friends;5
Usuario1378;Female;Islas Marietas;Occidente;2014-12;Friends;5
Usuario1559;Male;Manantial La Tovara;Occidente;2017-04;Family;5
Usuario1609;Female;Mercado del Pueblo Sayulita;Estados Unidos;2017-03;Family;5
Usuario1846;Male;Playa Los Muertos;Estados Unidos;2015-10;Couple;5
Usuario481;Male;Islas Marietas;Centro;2015-09;Friends;5
Usuario721;Female;Islas Marietas;Centro;2015-05;Family;5
Usuario1460;Male;Islas Marietas;Sureste;2016-09;Couple;5
Usuario1568;Female;Manantial La Tovara;Occidente;2014-01;Family;5
Usuario732;Female;Islas Marietas;Chile;2014-10;Couple;5
Usuario1408;Female;Islas Marietas;Occidente;2015-03;Family;5
Usuario2008;Male;Splash Water Park;Occidente;2017-11;Family;5
Usuario1825;Female;Playa Los Muertos;Centro;2018-01;Couple;5
Usuario1250;Male;Islas Marietas;Occidente;2016-03;Family;5
Usuario1206;Female;Islas Marietas;Noroeste;2015-01;Couple;5
Usuario1704;Male;Playa Destiladeras;Occidente;2013-11;Couple;5
Usuario1357;Female;Islas Marietas;Occidente;2013-03;Couple;5
Usuario1303;Male;Islas Marietas;Occidente;2015-02;Business;5
Usuario217;Female;Galerias Vallarta;Occidente;2014-09;Family;5
Usuario1475;Female;Islas Marietas;Sureste;2018-05;Couple;5
Usuario754;Male;Islas Marietas;Espania;2015-01;Couple;5
Usuario1044;Female;Islas Marietas;Estados Unidos;2016-06;Couple;5
Usuario1900;Male;Playa Los Muertos;Noreste;2015-07;Friends;5
Usuario1876;Female;Playa Los Muertos;Estados Unidos;2016-04;Friends;5
Usuario1662;Male;Playa Destiladeras;Estados Unidos;2016-05;Family;5
Usuario1426;Male;Islas Marietas;Reino Unido;2017-02;Couple;5
Usuario474;Male;Islas Marietas;Centro;2016-03;Friends;5
Usuario289;Male;Islas Marietas;Argentina;2016-11;Couple;5
Usuario1867;Female;Playa Los Muertos;Estados Unidos;2016-11;Family;5
Usuario91;Female;Bucerias Art Walk;Estados Unidos;2016-11;Couple;5
Usuario1799;Male;Playa Los Muertos;Centro;2017-07;Couple;5
Usuario509;Male;Islas Marietas;Centro;2014-07;Family;5
Usuario701;Female;Islas Marietas;Centro;2016-07;Friends;5
Usuario585;Female;Islas Marietas;Centro;2015-09;Couple;5
Usuario778;Male;Islas Marietas;Estados Unidos;2015-01;Business;5
Usuario719;Female;Islas Marietas;Centro;2016-04;Friends;5
Usuario1177;Male;Islas Marietas;Noroeste;2015-07;Friends;5
Usuario1920;Female;Playa Los Muertos;Noroeste;2018-10;Couple;5
Usuario1255;Male;Islas Marietas;Occidente;2013-12;Family;5
Usuario1080;Male;Islas Marietas;Noreste;2014-07;Family;5
Usuario143;Male;Cerro de la Contaduria;Noroeste;2017-08;Couple;5
Usuario24;Male;Bahia de Matanchen;Occidente;2019-03;Couple;5
Usuario1888;Female;Playa Los Muertos;Estados Unidos;2015-10;Family;5
Usuario1015;Female;Islas Marietas;Estados Unidos;2017-03;Couple;5
Usuario702;Female;Islas Marietas;Centro;2014-12;Family;5
Usuario441;Female;Islas Marietas;Canada;2017-04;Alone;5
Usuario1403;Female;Islas Marietas;Occidente;2014-08;Couple;5
Usuario493;Male;Islas Marietas;Centro;2016-07;Family;5
Usuario1456;Male;Islas Marietas;Sureste;2014-06;Friends;5
Usuario1908;Female;Playa Los Muertos;Noreste;2018-07;Family;5
Usuario1584;Female;Mercado del Pueblo Sayulita;Canada;2013-11;Couple;5
Usuario648;Female;Islas Marietas;Centro;2015-06;Couple;5
Usuario1349;Female;Islas Marietas;Occidente;2016-03;Friends;5
Usuario596;Female;Islas Marietas;Centro;2015-06;Friends;5
Usuario1797;Male;Playa Los Muertos;Centro;2016-09;Couple;5
Usuario883;Female;Islas Marietas;Estados Unidos;2015-02;Friends;5
Usuario1488;Female;Islas Marietas;Turquia;2013-12;Couple;5
Usuario564;Male;Islas Marietas;Centro;2016-01;Family;5
Usuario1765;Female;Playa Los Muertos;Alemania;2016-02;Family;5
Usuario475;Male;Islas Marietas;Centro;2015-07;Couple;5
Usuario330;Female;Islas Marietas;Brasil;2017-02;Family;5
Usuario1361;Female;Islas Marietas;Occidente;2016-05;Couple;5
Usuario740;Male;Islas Marietas;Colombia;2016-01;Couple;5
Usuario1328;Female;Islas Marietas;Occidente;2015-07;Family;5
Usuario2012;Male;Splash Water Park;Occidente;2017-02;Family;5
Usuario1136;Female;Islas Marietas;Noreste;2015-07;Couple;5
Usuario1805;Male;Playa Los Muertos;Centro;2017-11;Friends;5
Usuario1819;Female;Playa Los Muertos;Centro;2019-04;Friends;5
